cif,tran_datetime,tran_amount_equal,gap_minutes,target
N55,2025-09-01 00:55:00,73597.0,138.56,0
N56,2025-09-01 00:56:00,258382.0,23.59,0
N57,2025-09-01 00:57:00,93773.0,40.08,0
N58,2025-09-01 00:58:00,156684.0,76.04,0
N59,2025-09-01 00:59:00,47240.0,144.83,0
N60,2025-09-01 01:00:00,126741.0,33.81,0
N61,2025-09-01 01:01:00,79163.0,45.35,0
N62,2025-09-01 01:02:00,23135.0,18.06,0
N63,2025-09-01 01:03:00,82332.0,16.51,0
N64,2025-09-01 01:04:00,22210.0,123.04,0
N65,2025-09-01 01:05:00,31797.0,211.93,0
N66,2025-09-01 01:06:00,72354.0,50.8,0
N67,2025-09-01 01:07:00,80599.0,148.94,0
N68,2025-09-01 01:08:00,18229.0,78.39,0
N69,2025-09-01 01:09:00,171783.0,28.64,0
N70,2025-09-01 01:10:00,106086.0,78.37,0
N71,2025-09-01 01:11:00,29592.0,254.18,0
N72,2025-09-01 01:12:00,12867.0,52.68,0
N73,2025-09-01 01:13:00,51797.0,261.03,0
N74,2025-09-01 01:14:00,38333.0,3.98,0
N75,2025-09-01 01:15:00,67046.0,124.2,0
N76,2025-09-01 01:16:00,41643.0,59.56,0
N77,2025-09-01 01:17:00,8043.0,40.49,0
N78,2025-09-01 01:18:00,40605.0,59.85,0
N79,2025-09-01 01:19:00,44107.0,7.48,0
N80,2025-09-01 01:20:00,112833.0,43.83,0
N81,2025-09-01 01:21:00,29786.0,78.03,0
N82,2025-09-01 01:22:00,320833.0,239.34,0
N83,2025-09-01 01:23:00,8852.0,32.52,0
N84,2025-09-01 01:24:00,222163.0,24.33,0
N85,2025-09-01 01:25:00,47843.0,33.06,0
N86,2025-09-01 01:26:00,141433.0,136.37,0
N87,2025-09-01 01:27:00,64848.0,75.85,0
N88,2025-09-01 01:28:00,187129.0,32.14,0
N89,2025-09-01 01:29:00,40645.0,91.22,0
N90,2025-09-01 01:30:00,19958.0,60.16,0
N91,2025-09-01 01:31:00,247831.0,143.83,0
N92,2025-09-01 01:32:00,53451.0,27.06,0
N93,2025-09-01 01:33:00,74724.0,39.34,0
N94,2025-09-01 01:34:00,205819.0,36.89,0
N95,2025-09-01 01:35:00,21334.0,12.64,0
N96,2025-09-01 01:36:00,108607.0,73.41,0
N97,2025-09-01 01:37:00,33193.0,70.88,0
N98,2025-09-01 01:38:00,52461.0,54.88,0
N99,2025-09-01 01:39:00,64362.0,43.18,0
N100,2025-09-01 01:40:00,13357.0,13.26,0
N101,2025-09-01 01:41:00,27479.0,35.85,0
N102,2025-09-01 01:42:00,231208.0,38.76,0
N103,2025-09-01 01:43:00,145247.0,24.48,0
N104,2025-09-01 01:44:00,56239.0,46.47,0
N105,2025-09-01 01:45:00,76353.0,81.78,0
N106,2025-09-01 01:46:00,44612.0,360.03,0
N107,2025-09-01 01:47:00,232486.0,65.01,0
N108,2025-09-01 01:48:00,49004.0,70.64,0
N109,2025-09-01 01:49:00,75497.0,50.68,0
N110,2025-09-01 01:50:00,188345.0,8.01,0
N111,2025-09-01 01:51:00,27519.0,53.17,0
N112,2025-09-01 01:52:00,284586.0,57.99,0
N113,2025-09-01 01:53:00,12959.0,641.14,0
N114,2025-09-01 01:54:00,305481.0,45.04,0
N115,2025-09-01 01:55:00,41247.0,73.81,0
N116,2025-09-01 01:56:00,46972.0,52.74,0
N117,2025-09-01 01:57:00,9045.0,16.97,0
N118,2025-09-01 01:58:00,37995.0,171.2,0
N119,2025-09-01 01:59:00,21167.0,115.81,0
N120,2025-09-01 02:00:00,32609.0,120.43,0
N121,2025-09-01 02:01:00,52192.0,21.99,0
N122,2025-09-01 02:02:00,156028.0,222.03,0
N123,2025-09-01 02:03:00,73689.0,13.44,0
N124,2025-09-01 02:04:00,81444.0,98.19,0
N125,2025-09-01 02:05:00,20020.0,488.07,0
N126,2025-09-01 02:06:00,24816.0,20.28,0
N127,2025-09-01 02:07:00,361756.0,30.99,0
N128,2025-09-01 02:08:00,28704.0,60.32,0
N129,2025-09-01 02:09:00,313705.0,33.0,0
N130,2025-09-01 02:10:00,46955.0,11.58,0
N131,2025-09-01 02:11:00,60011.0,58.47,0
N132,2025-09-01 02:12:00,174620.0,18.87,0
N133,2025-09-01 02:13:00,213607.0,87.67,0
N134,2025-09-01 02:14:00,53594.0,21.77,0
N135,2025-09-01 02:15:00,40609.0,257.22,0
N136,2025-09-01 02:16:00,56618.0,24.95,0
N137,2025-09-01 02:17:00,83948.0,39.56,0
N138,2025-09-01 02:18:00,145992.0,123.16,0
N139,2025-09-01 02:19:00,60128.0,15.94,0
N140,2025-09-01 02:20:00,111178.0,68.54,0
N141,2025-09-01 02:21:00,308155.0,201.77,0
N142,2025-09-01 02:22:00,87668.0,10.94,0
N143,2025-09-01 02:23:00,81769.0,65.67,0
N144,2025-09-01 02:24:00,13109.0,70.8,0
N145,2025-09-01 02:25:00,4312.0,119.32,0
N146,2025-09-01 02:26:00,88289.0,15.85,0
N147,2025-09-01 02:27:00,54457.0,14.58,0
N148,2025-09-01 02:28:00,35783.0,92.01,0
N149,2025-09-01 02:29:00,76384.0,73.48,0
N150,2025-09-01 02:30:00,56365.0,70.14,0
N151,2025-09-01 02:31:00,184939.0,77.2,0
N152,2025-09-01 02:32:00,65258.0,27.66,0
N153,2025-09-01 02:33:00,28370.0,68.87,0
N154,2025-09-01 02:34:00,161162.0,73.19,0
N155,2025-09-01 02:35:00,48188.0,26.73,0
N156,2025-09-01 02:36:00,101370.0,352.76,0
N157,2025-09-01 02:37:00,37145.0,87.69,0
N158,2025-09-01 02:38:00,31262.0,16.59,0
N159,2025-09-01 02:39:00,65132.0,105.27,0
N160,2025-09-01 02:40:00,60647.0,20.6,0
N161,2025-09-01 02:41:00,96744.0,119.95,0
N162,2025-09-01 02:42:00,45769.0,173.92,0
N163,2025-09-01 02:43:00,9544.0,24.03,0
N164,2025-09-01 02:44:00,38841.0,143.08,0
N165,2025-09-01 02:45:00,132431.0,82.5,0
N166,2025-09-01 02:46:00,44472.0,124.22,0
N167,2025-09-01 02:47:00,46799.0,363.87,0
N168,2025-09-01 02:48:00,160553.0,42.72,0
N169,2025-09-01 02:49:00,29379.0,25.69,0
N170,2025-09-01 02:50:00,12800.0,22.43,0
N171,2025-09-01 02:51:00,50989.0,24.15,0
N172,2025-09-01 02:52:00,36895.0,50.55,0
N173,2025-09-01 02:53:00,22783.0,76.8,0
N174,2025-09-01 02:54:00,50243.0,72.0,0
N175,2025-09-01 02:55:00,97881.0,124.86,0
N176,2025-09-01 02:56:00,59321.0,55.31,0
N177,2025-09-01 02:57:00,81388.0,233.58,0
N178,2025-09-01 02:58:00,367107.0,41.9,0
N179,2025-09-01 02:59:00,42494.0,828.96,0
N180,2025-09-01 03:00:00,79091.0,102.07,0
N181,2025-09-01 03:01:00,35982.0,23.17,0
N182,2025-09-01 03:02:00,25684.0,18.71,0
N183,2025-09-01 03:03:00,33359.0,88.45,0
N184,2025-09-01 03:04:00,37095.0,43.66,0
N185,2025-09-01 03:05:00,85774.0,111.5,0
N186,2025-09-01 03:06:00,627235.0,87.64,0
N187,2025-09-01 03:07:00,29259.0,50.76,0
N188,2025-09-01 03:08:00,39473.0,23.41,0
N189,2025-09-01 03:09:00,56212.0,12.0,0
N190,2025-09-01 03:10:00,88947.0,34.93,0
N191,2025-09-01 03:11:00,77929.0,128.56,0
N192,2025-09-01 03:12:00,216230.0,67.63,0
N193,2025-09-01 03:13:00,5290.0,15.71,0
N194,2025-09-01 03:14:00,5503.0,64.92,0
N195,2025-09-01 03:15:00,36465.0,80.26,0
N196,2025-09-01 03:16:00,179387.0,22.56,0
N197,2025-09-01 03:17:00,12511.0,63.67,0
N198,2025-09-01 03:18:00,2958.0,57.87,0
N199,2025-09-01 03:19:00,105998.0,17.41,0
N200,2025-09-01 03:20:00,76394.0,78.08,0
N201,2025-09-01 03:21:00,20126.0,95.66,0
N202,2025-09-01 03:22:00,22347.0,161.27,0
N203,2025-09-01 03:23:00,22703.0,156.62,0
N204,2025-09-01 03:24:00,66872.0,13.77,0
N205,2025-09-01 03:25:00,32006.0,21.37,0
N206,2025-09-01 03:26:00,98132.0,91.38,0
N207,2025-09-01 03:27:00,3447.0,91.27,0
N208,2025-09-01 03:28:00,25416.0,91.38,0
N209,2025-09-01 03:29:00,19418.0,2572.75,0
N210,2025-09-01 03:30:00,46335.0,96.63,0
N211,2025-09-01 03:31:00,34960.0,169.96,0
N212,2025-09-01 03:32:00,132965.0,141.74,0
N213,2025-09-01 03:33:00,9327.0,104.73,0
N214,2025-09-01 03:34:00,62661.0,39.83,0
N215,2025-09-01 03:35:00,104646.0,116.63,0
N216,2025-09-01 03:36:00,383328.0,25.21,0
N217,2025-09-01 03:37:00,36984.0,43.09,0
N218,2025-09-01 03:38:00,82823.0,33.6,0
N219,2025-09-01 03:39:00,9859.0,59.26,0
N220,2025-09-01 03:40:00,5476.0,552.61,0
N221,2025-09-01 03:41:00,139354.0,8.44,0
N222,2025-09-01 03:42:00,59542.0,108.45,0
N223,2025-09-01 03:43:00,194563.0,10.88,0
N224,2025-09-01 03:44:00,15163.0,34.06,0
N225,2025-09-01 03:45:00,100700.0,162.22,0
N226,2025-09-01 03:46:00,388022.0,58.22,0
N227,2025-09-01 03:47:00,91099.0,18.58,0
N228,2025-09-01 03:48:00,78951.0,26.7,0
N229,2025-09-01 03:49:00,60389.0,107.73,0
N230,2025-09-01 03:50:00,12446.0,26.3,0
N231,2025-09-01 03:51:00,232251.0,67.79,0
N232,2025-09-01 03:52:00,32505.0,57.14,0
N233,2025-09-01 03:53:00,99159.0,28.46,0
N234,2025-09-01 03:54:00,12544.0,465.89,0
N235,2025-09-01 03:55:00,18408.0,102.92,0
N236,2025-09-01 03:56:00,251472.0,7.21,0
N237,2025-09-01 03:57:00,42307.0,65.79,0
N238,2025-09-01 03:58:00,256088.0,28.17,0
N239,2025-09-01 03:59:00,55369.0,128.05,0
N240,2025-09-01 04:00:00,9491.0,24.72,0
N241,2025-09-01 04:01:00,146103.0,48.68,0
N242,2025-09-01 04:02:00,33193.0,90.47,0
N243,2025-09-01 04:03:00,120414.0,129.77,0
N244,2025-09-01 04:04:00,61403.0,16.44,0
N245,2025-09-01 04:05:00,12796.0,39.08,0
N246,2025-09-01 04:06:00,70565.0,33.96,0
N247,2025-09-01 04:07:00,538328.0,28.41,0
N248,2025-09-01 04:08:00,98026.0,319.08,0
N249,2025-09-01 04:09:00,56527.0,81.86,0
N250,2025-09-01 04:10:00,175491.0,15.47,0
N251,2025-09-01 04:11:00,73915.0,136.71,0
N252,2025-09-01 04:12:00,73831.0,455.85,0
N253,2025-09-01 04:13:00,20098.0,153.31,0
N254,2025-09-01 04:14:00,75648.0,11.95,0
N255,2025-09-01 04:15:00,168627.0,33.64,0
N256,2025-09-01 04:16:00,25950.0,193.82,0
N257,2025-09-01 04:17:00,248823.0,26.91,0
N258,2025-09-01 04:18:00,54628.0,85.1,0
N259,2025-09-01 04:19:00,24643.0,118.47,0
N260,2025-09-01 04:20:00,162370.0,21.61,0
N261,2025-09-01 04:21:00,44945.0,51.44,0
N262,2025-09-01 04:22:00,127965.0,2.14,0
N263,2025-09-01 04:23:00,44723.0,19.6,0
N264,2025-09-01 04:24:00,56397.0,42.41,0
N265,2025-09-01 04:25:00,98082.0,15.68,0
N266,2025-09-01 04:26:00,80089.0,279.33,0
N267,2025-09-01 04:27:00,8139.0,13.06,0
N268,2025-09-01 04:28:00,19511.0,35.16,0
N269,2025-09-01 04:29:00,151662.0,62.22,0
N270,2025-09-01 04:30:00,52463.0,230.74,0
N271,2025-09-01 04:31:00,35464.0,12.99,0
N272,2025-09-01 04:32:00,15389.0,174.72,0
N273,2025-09-01 04:33:00,20338.0,55.16,0
N274,2025-09-01 04:34:00,7928.0,20.46,0
N275,2025-09-01 04:35:00,54107.0,86.67,0
N276,2025-09-01 04:36:00,32911.0,66.62,0
N277,2025-09-01 04:37:00,22775.0,29.96,0
N278,2025-09-01 04:38:00,55931.0,58.55,0
N279,2025-09-01 04:39:00,86161.0,37.14,0
N280,2025-09-01 04:40:00,485628.0,61.16,0
N281,2025-09-01 04:41:00,13202.0,105.86,0
N282,2025-09-01 04:42:00,190876.0,266.67,0
N283,2025-09-01 04:43:00,158435.0,15.83,0
N284,2025-09-01 04:44:00,27472.0,460.83,0
N285,2025-09-01 04:45:00,73367.0,7.75,0
N286,2025-09-01 04:46:00,37887.0,46.91,0
N287,2025-09-01 04:47:00,72091.0,98.33,0
N288,2025-09-01 04:48:00,270799.0,72.31,0
N289,2025-09-01 04:49:00,109711.0,29.29,0
N290,2025-09-01 04:50:00,99569.0,44.34,0
N291,2025-09-01 04:51:00,38937.0,33.35,0
N292,2025-09-01 04:52:00,13574.0,30.28,0
N293,2025-09-01 04:53:00,48607.0,127.69,0
N294,2025-09-01 04:54:00,200107.0,78.02,0
N295,2025-09-01 04:55:00,13002.0,27.31,0
N296,2025-09-01 04:56:00,20846.0,134.24,0
N297,2025-09-01 04:57:00,67932.0,74.24,0
N298,2025-09-01 04:58:00,22367.0,123.08,0
N299,2025-09-01 04:59:00,27105.0,102.48,0
N300,2025-09-01 05:00:00,39199.0,23.83,0
N301,2025-09-01 05:01:00,15281.0,31.18,0
N302,2025-09-01 05:02:00,22604.0,115.27,0
N303,2025-09-01 05:03:00,120986.0,100.52,0
N304,2025-09-01 05:04:00,16198.0,53.47,0
N305,2025-09-01 05:05:00,12114.0,61.39,0
N306,2025-09-01 05:06:00,31888.0,195.91,0
N307,2025-09-01 05:07:00,124487.0,30.22,0
N308,2025-09-01 05:08:00,49172.0,94.36,0
N309,2025-09-01 05:09:00,37625.0,44.6,0
N310,2025-09-01 05:10:00,62590.0,43.92,0
N311,2025-09-01 05:11:00,10449.0,163.82,0
N312,2025-09-01 05:12:00,98195.0,124.64,0
N313,2025-09-01 05:13:00,87854.0,123.16,0
N314,2025-09-01 05:14:00,39763.0,201.44,0
N315,2025-09-01 05:15:00,163722.0,55.76,0
N316,2025-09-01 05:16:00,19390.0,107.98,0
N317,2025-09-01 05:17:00,184963.0,40.03,0
N318,2025-09-01 05:18:00,69877.0,75.5,0
N319,2025-09-01 05:19:00,42764.0,47.94,0
N320,2025-09-01 05:20:00,58696.0,60.16,0
N321,2025-09-01 05:21:00,53784.0,99.0,0
N322,2025-09-01 05:22:00,202862.0,24.09,0
N323,2025-09-01 05:23:00,20401.0,442.48,0
N324,2025-09-01 05:24:00,27931.0,19.97,0
N325,2025-09-01 05:25:00,168772.0,16.21,0
N326,2025-09-01 05:26:00,33007.0,173.84,0
N327,2025-09-01 05:27:00,147345.0,120.5,0
N328,2025-09-01 05:28:00,327563.0,101.91,0
N329,2025-09-01 05:29:00,40063.0,102.34,0
N330,2025-09-01 05:30:00,118345.0,53.93,0
N331,2025-09-01 05:31:00,18888.0,22.26,0
N332,2025-09-01 05:32:00,127355.0,58.9,0
N333,2025-09-01 05:33:00,73088.0,27.74,0
N334,2025-09-01 05:34:00,96090.0,144.77,0
N335,2025-09-01 05:35:00,31396.0,47.13,0
N336,2025-09-01 05:36:00,11372.0,23.91,0
N337,2025-09-01 05:37:00,99037.0,39.59,0
N338,2025-09-01 05:38:00,7605.0,82.51,0
N339,2025-09-01 05:39:00,43593.0,31.07,0
N340,2025-09-01 05:40:00,153458.0,23.99,0
N341,2025-09-01 05:41:00,72540.0,69.66,0
N342,2025-09-01 05:42:00,420140.0,69.75,0
N343,2025-09-01 05:43:00,166893.0,32.89,0
N344,2025-09-01 05:44:00,31135.0,34.09,0
N345,2025-09-01 05:45:00,61532.0,68.86,0
N346,2025-09-01 05:46:00,57104.0,12.83,0
N347,2025-09-01 05:47:00,12306.0,13.36,0
N348,2025-09-01 05:48:00,23379.0,26.62,0
N349,2025-09-01 05:49:00,34175.0,44.1,0
N350,2025-09-01 05:50:00,7815.0,74.51,0
N351,2025-09-01 05:51:00,62786.0,238.74,0
N352,2025-09-01 05:52:00,46673.0,128.72,0
N353,2025-09-01 05:53:00,11239.0,46.53,0
N354,2025-09-01 05:54:00,89699.0,53.57,0
N355,2025-09-01 05:55:00,122501.0,20.03,0
N356,2025-09-01 05:56:00,75134.0,53.6,0
N357,2025-09-01 05:57:00,43301.0,40.91,0
N358,2025-09-01 05:58:00,108168.0,75.39,0
N359,2025-09-01 05:59:00,118210.0,23.87,0
N360,2025-09-01 06:00:00,81422.0,91.78,0
N361,2025-09-01 06:01:00,26249.0,252.84,0
N362,2025-09-01 06:02:00,78952.0,48.97,0
N363,2025-09-01 06:03:00,197893.0,81.59,0
N364,2025-09-01 06:04:00,32971.0,108.87,0
N365,2025-09-01 06:05:00,487936.0,36.55,0
N366,2025-09-01 06:06:00,35397.0,68.31,0
N367,2025-09-01 06:07:00,61846.0,55.29,0
N368,2025-09-01 06:08:00,30562.0,60.2,0
N369,2025-09-01 06:09:00,74852.0,25.2,0
N370,2025-09-01 06:10:00,10486.0,55.95,0
N371,2025-09-01 06:11:00,34681.0,89.84,0
N372,2025-09-01 06:12:00,20088.0,233.02,0
N373,2025-09-01 06:13:00,68551.0,142.49,0
N374,2025-09-01 06:14:00,161854.0,470.21,0
N375,2025-09-01 06:15:00,114234.0,25.35,0
N376,2025-09-01 06:16:00,5588.0,130.62,0
N377,2025-09-01 06:17:00,461423.0,65.58,0
N378,2025-09-01 06:18:00,80441.0,487.75,0
N379,2025-09-01 06:19:00,27543.0,24.33,0
N380,2025-09-01 06:20:00,70061.0,23.58,0
N381,2025-09-01 06:21:00,71410.0,29.98,0
N382,2025-09-01 06:22:00,30735.0,6.53,0
N383,2025-09-01 06:23:00,72978.0,32.27,0
N384,2025-09-01 06:24:00,32615.0,25.56,0
N385,2025-09-01 06:25:00,39960.0,63.46,0
N386,2025-09-01 06:26:00,30143.0,76.84,0
N387,2025-09-01 06:27:00,14290.0,356.44,0
N388,2025-09-01 06:28:00,69275.0,141.23,0
N389,2025-09-01 06:29:00,107506.0,30.66,0
N390,2025-09-01 06:30:00,100196.0,22.23,0
N391,2025-09-01 06:31:00,135934.0,89.29,0
N392,2025-09-01 06:32:00,82813.0,14.58,0
N393,2025-09-01 06:33:00,35146.0,340.86,0
N394,2025-09-01 06:34:00,138644.0,177.58,0
N395,2025-09-01 06:35:00,15406.0,34.15,0
N396,2025-09-01 06:36:00,24327.0,9.84,0
N397,2025-09-01 06:37:00,22829.0,211.43,0
N398,2025-09-01 06:38:00,176320.0,48.69,0
N399,2025-09-01 06:39:00,153705.0,188.26,0
N400,2025-09-01 06:40:00,97471.0,11.08,0
N401,2025-09-01 06:41:00,174893.0,29.98,0
N402,2025-09-01 06:42:00,24853.0,54.89,0
N403,2025-09-01 06:43:00,84846.0,57.22,0
N404,2025-09-01 06:44:00,52830.0,34.81,0
N405,2025-09-01 06:45:00,139648.0,101.78,0
N406,2025-09-01 06:46:00,53358.0,18.77,0
N407,2025-09-01 06:47:00,40744.0,47.35,0
N408,2025-09-01 06:48:00,102838.0,61.58,0
N409,2025-09-01 06:49:00,143799.0,91.33,0
N410,2025-09-01 06:50:00,30689.0,111.23,0
N411,2025-09-01 06:51:00,56327.0,17.73,0
N412,2025-09-01 06:52:00,20776.0,11.77,0
N413,2025-09-01 06:53:00,4924.0,195.91,0
N414,2025-09-01 06:54:00,73164.0,76.12,0
N415,2025-09-01 06:55:00,110074.0,25.83,0
N416,2025-09-01 06:56:00,77813.0,257.53,0
N417,2025-09-01 06:57:00,8522.0,61.29,0
N418,2025-09-01 06:58:00,42157.0,177.56,0
N419,2025-09-01 06:59:00,6514.0,58.41,0
N420,2025-09-01 07:00:00,235555.0,428.7,0
N421,2025-09-01 07:01:00,20210.0,315.87,0
N422,2025-09-01 07:02:00,210114.0,42.57,0
N423,2025-09-01 07:03:00,154179.0,144.25,0
N424,2025-09-01 07:04:00,24329.0,104.1,0
N425,2025-09-01 07:05:00,19288.0,214.57,0
N426,2025-09-01 07:06:00,84997.0,20.8,0
N427,2025-09-01 07:07:00,25737.0,108.42,0
N428,2025-09-01 07:08:00,66336.0,157.34,0
N429,2025-09-01 07:09:00,36945.0,9.41,0
N430,2025-09-01 07:10:00,10085.0,16.72,0
N431,2025-09-01 07:11:00,6435.0,7.1,0
N432,2025-09-01 07:12:00,75108.0,41.7,0
N433,2025-09-01 07:13:00,34147.0,111.89,0
N434,2025-09-01 07:14:00,34438.0,245.27,0
N435,2025-09-01 07:15:00,120074.0,58.8,0
N436,2025-09-01 07:16:00,193579.0,278.28,0
N437,2025-09-01 07:17:00,45591.0,13.73,0
N438,2025-09-01 07:18:00,42591.0,9.94,0
N439,2025-09-01 07:19:00,98730.0,51.65,0
N440,2025-09-01 07:20:00,15415.0,80.16,0
N441,2025-09-01 07:21:00,74843.0,52.84,0
N442,2025-09-01 07:22:00,103973.0,6.91,0
N443,2025-09-01 07:23:00,118211.0,49.94,0
N444,2025-09-01 07:24:00,8632.0,14.81,0
N445,2025-09-01 07:25:00,27963.0,106.66,0
N446,2025-09-01 07:26:00,24878.0,78.78,0
N447,2025-09-01 07:27:00,66164.0,21.33,0
N448,2025-09-01 07:28:00,96833.0,32.66,0
N449,2025-09-01 07:29:00,267456.0,18.93,0
N450,2025-09-01 07:30:00,36499.0,51.28,0
N451,2025-09-01 07:31:00,36404.0,141.9,0
N452,2025-09-01 07:32:00,189032.0,20.37,0
N453,2025-09-01 07:33:00,80545.0,90.38,0
N454,2025-09-01 07:34:00,212703.0,32.13,0
N455,2025-09-01 07:35:00,79916.0,24.71,0
N456,2025-09-01 07:36:00,18824.0,49.06,0
N457,2025-09-01 07:37:00,15786.0,19.39,0
N458,2025-09-01 07:38:00,12689.0,31.39,0
N459,2025-09-01 07:39:00,116082.0,16.48,0
N460,2025-09-01 07:40:00,196535.0,389.45,0
N461,2025-09-01 07:41:00,380546.0,56.56,0
N462,2025-09-01 07:42:00,139122.0,27.12,0
N463,2025-09-01 07:43:00,191537.0,67.63,0
N464,2025-09-01 07:44:00,33523.0,48.8,0
N465,2025-09-01 07:45:00,18837.0,43.77,0
N466,2025-09-01 07:46:00,140095.0,100.9,0
N467,2025-09-01 07:47:00,90915.0,116.46,0
N468,2025-09-01 07:48:00,66666.0,32.12,0
N469,2025-09-01 07:49:00,88201.0,30.7,0
N470,2025-09-01 07:50:00,82717.0,41.47,0
N471,2025-09-01 07:51:00,216169.0,5.46,0
N472,2025-09-01 07:52:00,218597.0,12.0,0
N473,2025-09-01 07:53:00,103179.0,214.19,0
N474,2025-09-01 07:54:00,139498.0,282.86,0
N475,2025-09-01 07:55:00,100114.0,42.56,0
N476,2025-09-01 07:56:00,37753.0,97.18,0
N477,2025-09-01 07:57:00,127588.0,74.53,0
N478,2025-09-01 07:58:00,14846.0,1186.64,0
N479,2025-09-01 07:59:00,171767.0,167.26,0
N480,2025-09-01 08:00:00,18133.0,48.04,0
N481,2025-09-01 08:01:00,79682.0,21.0,0
N482,2025-09-01 08:02:00,25715.0,10.95,0
N483,2025-09-01 08:03:00,104129.0,66.92,0
N484,2025-09-01 08:04:00,57877.0,25.63,0
N485,2025-09-01 08:05:00,12152.0,13.17,0
N486,2025-09-01 08:06:00,91190.0,28.6,0
N487,2025-09-01 08:07:00,33593.0,18.51,0
N488,2025-09-01 08:08:00,144516.0,295.05,0
N489,2025-09-01 08:09:00,59954.0,131.85,0
N490,2025-09-01 08:10:00,88914.0,54.16,0
N491,2025-09-01 08:11:00,22981.0,239.83,0
N492,2025-09-01 08:12:00,33212.0,58.99,0
N493,2025-09-01 08:13:00,37849.0,23.07,0
N494,2025-09-01 08:14:00,141026.0,250.42,0
N495,2025-09-01 08:15:00,320417.0,93.59,0
N496,2025-09-01 08:16:00,26764.0,19.35,0
N497,2025-09-01 08:17:00,175755.0,45.14,0
N498,2025-09-01 08:18:00,6838.0,22.75,0
N499,2025-09-01 08:19:00,18139.0,13.7,0
N500,2025-09-01 08:20:00,22953.0,137.85,0
N501,2025-09-01 08:21:00,15483.0,368.49,0
N502,2025-09-01 08:22:00,12288.0,13.48,0
N503,2025-09-01 08:23:00,90490.0,95.87,0
N504,2025-09-01 08:24:00,48336.0,28.48,0
N505,2025-09-01 08:25:00,87501.0,33.54,0
N506,2025-09-01 08:26:00,119428.0,30.19,0
N507,2025-09-01 08:27:00,78090.0,23.01,0
N508,2025-09-01 08:28:00,115585.0,57.31,0
N509,2025-09-01 08:29:00,55852.0,23.78,0
N510,2025-09-01 08:30:00,18270.0,71.55,0
N511,2025-09-01 08:31:00,172442.0,51.92,0
N512,2025-09-01 08:32:00,33219.0,42.99,0
N513,2025-09-01 08:33:00,23492.0,22.03,0
N514,2025-09-01 08:34:00,50115.0,30.67,0
N515,2025-09-01 08:35:00,24033.0,116.21,0
