cif,tran_datetime,tran_amount_equal,gap_minutes,target
N319,2025-09-01 05:19:00,116161.0,45.76,0
N320,2025-09-01 05:20:00,66510.0,7.53,0
N321,2025-09-01 05:21:00,218530.0,3.99,0
N322,2025-09-01 05:22:00,1123194.0,12.8,0
N323,2025-09-01 05:23:00,743927.0,3.84,0
N324,2025-09-01 05:24:00,284378.0,37.63,0
N325,2025-09-01 05:25:00,29037.0,12.04,0
N326,2025-09-01 05:26:00,75139.0,2.44,0
N327,2025-09-01 05:27:00,88734.0,13.22,0
N328,2025-09-01 05:28:00,436869.0,15.94,0
N329,2025-09-01 05:29:00,2659243.0,34.43,0
N330,2025-09-01 05:30:00,74180.0,16.87,0
N331,2025-09-01 05:31:00,102988.0,189.14,0
N332,2025-09-01 05:32:00,334492.0,10.78,0
N333,2025-09-01 05:33:00,305571.0,18.64,0
N334,2025-09-01 05:34:00,77987.0,17.75,0
N335,2025-09-01 05:35:00,260104.0,14.31,0
N336,2025-09-01 05:36:00,1059024.0,23.83,0
N337,2025-09-01 05:37:00,37204.0,38.45,0
N338,2025-09-01 05:38:00,129566.0,100.3,0
N339,2025-09-01 05:39:00,149834.0,3.06,0
N340,2025-09-01 05:40:00,908421.0,10.89,0
N341,2025-09-01 05:41:00,249607.0,11.74,0
N342,2025-09-01 05:42:00,105970.0,61.89,0
N343,2025-09-01 05:43:00,32331.0,13.09,0
N344,2025-09-01 05:44:00,81726.0,2.07,0
N345,2025-09-01 05:45:00,74768.0,22.32,0
N346,2025-09-01 05:46:00,49204.0,19.29,0
N347,2025-09-01 05:47:00,62834.0,24.92,0
N348,2025-09-01 05:48:00,251571.0,5.76,0
N349,2025-09-01 05:49:00,151922.0,158.04,0
N350,2025-09-01 05:50:00,63209.0,13.62,0
N351,2025-09-01 05:51:00,130961.0,16.02,0
N352,2025-09-01 05:52:00,211463.0,6.82,0
N353,2025-09-01 05:53:00,66382.0,6.57,0
N354,2025-09-01 05:54:00,70185.0,4.63,0
N355,2025-09-01 05:55:00,227260.0,12.53,0
N356,2025-09-01 05:56:00,250187.0,6.37,0
N357,2025-09-01 05:57:00,77888.0,236.93,0
N358,2025-09-01 05:58:00,151754.0,2.08,0
N359,2025-09-01 05:59:00,328011.0,5.19,0
N360,2025-09-01 06:00:00,262055.0,12.41,0
N361,2025-09-01 06:01:00,43257.0,45.07,0
N362,2025-09-01 06:02:00,130217.0,12.23,0
N363,2025-09-01 06:03:00,89448.0,45.2,0
N364,2025-09-01 06:04:00,80337.0,6.15,0
N365,2025-09-01 06:05:00,72661.0,21.57,0
N366,2025-09-01 06:06:00,34029.0,162.85,0
N367,2025-09-01 06:07:00,1519733.0,6.29,0
N368,2025-09-01 06:08:00,154206.0,33.23,0
N369,2025-09-01 06:09:00,597959.0,25.75,0
N370,2025-09-01 06:10:00,192019.0,1.35,0
N371,2025-09-01 06:11:00,11574.0,9.91,0
N372,2025-09-01 06:12:00,242395.0,78.05,0
N373,2025-09-01 06:13:00,1271024.0,23.62,0
N374,2025-09-01 06:14:00,161265.0,4.69,0
N375,2025-09-01 06:15:00,98028.0,46.01,0
N376,2025-09-01 06:16:00,103009.0,11.3,0
N377,2025-09-01 06:17:00,127140.0,30.94,0
N378,2025-09-01 06:18:00,672055.0,31.57,0
N379,2025-09-01 06:19:00,97458.0,5.25,0
N380,2025-09-01 06:20:00,47838.0,51.82,0
N381,2025-09-01 06:21:00,269524.0,6.0,0
N382,2025-09-01 06:22:00,793764.0,4.19,0
N383,2025-09-01 06:23:00,46756.0,6.96,0
N384,2025-09-01 06:24:00,1786088.0,13.26,0
N385,2025-09-01 06:25:00,105465.0,22.9,0
N386,2025-09-01 06:26:00,716755.0,7.95,0
N387,2025-09-01 06:27:00,214299.0,49.1,0
N388,2025-09-01 06:28:00,391134.0,27.16,0
N389,2025-09-01 06:29:00,238255.0,8.73,0
N390,2025-09-01 06:30:00,143765.0,58.37,0
N391,2025-09-01 06:31:00,17772.0,80.91,0
N392,2025-09-01 06:32:00,8886.0,17.84,0
N393,2025-09-01 06:33:00,195377.0,15.52,0
N394,2025-09-01 06:34:00,130012.0,2.39,0
N395,2025-09-01 06:35:00,299498.0,12.32,0
N396,2025-09-01 06:36:00,28554.0,14.16,0
N397,2025-09-01 06:37:00,79975.0,26.96,0
N398,2025-09-01 06:38:00,132088.0,16.41,0
N399,2025-09-01 06:39:00,503608.0,26.92,0
N400,2025-09-01 06:40:00,421859.0,126.58,0
N401,2025-09-01 06:41:00,38533.0,10.63,0
N402,2025-09-01 06:42:00,61945.0,11.14,0
N403,2025-09-01 06:43:00,247241.0,4.17,0
N404,2025-09-01 06:44:00,214602.0,19.88,0
N405,2025-09-01 06:45:00,212979.0,64.86,0
N406,2025-09-01 06:46:00,715699.0,2.46,0
N407,2025-09-01 06:47:00,260853.0,9.03,0
N408,2025-09-01 06:48:00,357503.0,20.97,0
N409,2025-09-01 06:49:00,397087.0,55.71,0
N410,2025-09-01 06:50:00,108024.0,31.8,0
N411,2025-09-01 06:51:00,40686.0,29.68,0
N412,2025-09-01 06:52:00,1187335.0,15.35,0
N413,2025-09-01 06:53:00,203411.0,35.81,0
N414,2025-09-01 06:54:00,76287.0,67.84,0
N415,2025-09-01 06:55:00,69087.0,2.58,0
N416,2025-09-01 06:56:00,348932.0,48.15,0
N417,2025-09-01 06:57:00,32316.0,17.84,0
N418,2025-09-01 06:58:00,22178.0,10.63,0
N419,2025-09-01 06:59:00,58632.0,1.07,0
N420,2025-09-01 07:00:00,1573864.0,3.83,0
N421,2025-09-01 07:01:00,402894.0,154.11,0
N422,2025-09-01 07:02:00,478453.0,8.79,0
N423,2025-09-01 07:03:00,121183.0,5.46,0
N424,2025-09-01 07:04:00,253137.0,11.61,0
N425,2025-09-01 07:05:00,221141.0,8.21,0
N426,2025-09-01 07:06:00,139092.0,23.32,0
N427,2025-09-01 07:07:00,154665.0,124.01,0
N428,2025-09-01 07:08:00,135336.0,9.93,0
N429,2025-09-01 07:09:00,103127.0,24.17,0
N430,2025-09-01 07:10:00,165231.0,5.07,0
N431,2025-09-01 07:11:00,92945.0,124.49,0
N432,2025-09-01 07:12:00,127213.0,25.2,0
N433,2025-09-01 07:13:00,96910.0,5.48,0
N434,2025-09-01 07:14:00,112989.0,59.45,0
N435,2025-09-01 07:15:00,282622.0,84.77,0
N436,2025-09-01 07:16:00,436001.0,24.38,0
N437,2025-09-01 07:17:00,125515.0,2.81,0
N438,2025-09-01 07:18:00,255544.0,171.09,0
N439,2025-09-01 07:19:00,211977.0,29.14,0
N440,2025-09-01 07:20:00,260725.0,81.82,0
N441,2025-09-01 07:21:00,165886.0,10.37,0
N442,2025-09-01 07:22:00,127701.0,12.45,0
N443,2025-09-01 07:23:00,112060.0,22.93,0
N444,2025-09-01 07:24:00,145373.0,76.41,0
N445,2025-09-01 07:25:00,162496.0,23.85,0
N446,2025-09-01 07:26:00,46266.0,4.45,0
N447,2025-09-01 07:27:00,77858.0,27.51,0
N448,2025-09-01 07:28:00,33447.0,141.95,0
N449,2025-09-01 07:29:00,66219.0,21.74,0
N450,2025-09-01 07:30:00,181133.0,23.46,0
N451,2025-09-01 07:31:00,254648.0,4.41,0
N452,2025-09-01 07:32:00,26013.0,3.73,0
N453,2025-09-01 07:33:00,365917.0,9.34,0
N454,2025-09-01 07:34:00,277950.0,13.57,0
N455,2025-09-01 07:35:00,2176704.0,22.76,0
N456,2025-09-01 07:36:00,591268.0,24.51,0
N457,2025-09-01 07:37:00,35839.0,137.32,0
N458,2025-09-01 07:38:00,95850.0,21.55,0
N459,2025-09-01 07:39:00,1886686.0,72.05,0
N460,2025-09-01 07:40:00,15403.0,19.16,0
N461,2025-09-01 07:41:00,286071.0,114.28,0
N462,2025-09-01 07:42:00,804102.0,2.13,0
N463,2025-09-01 07:43:00,387189.0,9.79,0
N464,2025-09-01 07:44:00,132286.0,65.34,0
N465,2025-09-01 07:45:00,375378.0,16.35,0
N466,2025-09-01 07:46:00,274793.0,61.43,0
N467,2025-09-01 07:47:00,126716.0,31.88,0
N468,2025-09-01 07:48:00,299694.0,62.49,0
N469,2025-09-01 07:49:00,126644.0,41.92,0
N470,2025-09-01 07:50:00,548080.0,45.08,0
N471,2025-09-01 07:51:00,269141.0,120.42,0
N472,2025-09-01 07:52:00,96223.0,65.61,0
N473,2025-09-01 07:53:00,379258.0,66.19,0
N474,2025-09-01 07:54:00,34951.0,20.58,0
N475,2025-09-01 07:55:00,111900.0,9.99,0
N476,2025-09-01 07:56:00,1686572.0,9.1,0
N477,2025-09-01 07:57:00,192476.0,49.46,0
N478,2025-09-01 07:58:00,277172.0,1.08,0
N479,2025-09-01 07:59:00,222145.0,4.18,0
N480,2025-09-01 08:00:00,119601.0,6.32,0
N481,2025-09-01 08:01:00,104140.0,14.92,0
N482,2025-09-01 08:02:00,82668.0,0.85,0
N483,2025-09-01 08:03:00,347144.0,90.96,0
N484,2025-09-01 08:04:00,105080.0,41.27,0
N485,2025-09-01 08:05:00,325147.0,217.35,0
N486,2025-09-01 08:06:00,729549.0,71.86,0
N487,2025-09-01 08:07:00,183252.0,69.16,0
N488,2025-09-01 08:08:00,145128.0,299.11,0
N489,2025-09-01 08:09:00,143324.0,10.12,0
N490,2025-09-01 08:10:00,101572.0,3.31,0
N491,2025-09-01 08:11:00,106722.0,15.2,0
N492,2025-09-01 08:12:00,304772.0,7.46,0
N493,2025-09-01 08:13:00,59556.0,14.76,0
N494,2025-09-01 08:14:00,288205.0,5.7,0
N495,2025-09-01 08:15:00,67478.0,39.7,0
N496,2025-09-01 08:16:00,174978.0,37.17,0
N497,2025-09-01 08:17:00,18428.0,19.45,0
N498,2025-09-01 08:18:00,366789.0,29.19,0
N499,2025-09-01 08:19:00,959996.0,16.94,0
N500,2025-09-01 08:20:00,91618.0,49.52,0
N501,2025-09-01 08:21:00,120972.0,21.84,0
N502,2025-09-01 08:22:00,255703.0,14.61,0
N503,2025-09-01 08:23:00,824325.0,61.28,0
N504,2025-09-01 08:24:00,357376.0,91.19,0
N505,2025-09-01 08:25:00,39706.0,99.98,0
N506,2025-09-01 08:26:00,160400.0,6.12,0
N507,2025-09-01 08:27:00,595765.0,10.58,0
N508,2025-09-01 08:28:00,817798.0,2.61,0
N509,2025-09-01 08:29:00,209508.0,15.09,0
N510,2025-09-01 08:30:00,143609.0,33.09,0
N511,2025-09-01 08:31:00,174600.0,17.13,0
N512,2025-09-01 08:32:00,205507.0,203.78,0
N513,2025-09-01 08:33:00,210336.0,12.34,0
N514,2025-09-01 08:34:00,86063.0,5.44,0
