cif,tran_datetime,tran_amount_equal,gap_minutes,target
N123,2025-09-01 02:03:00,99633.0,8.85,0
N124,2025-09-01 02:04:00,175525.0,84.16,0
N125,2025-09-01 02:05:00,381084.0,10.45,0
N126,2025-09-01 02:06:00,326355.0,27.43,0
N127,2025-09-01 02:07:00,243307.0,9.08,0
N128,2025-09-01 02:08:00,94481.0,15.55,0
N129,2025-09-01 02:09:00,412878.0,3.28,0
N130,2025-09-01 02:10:00,241500.0,5.52,0
N131,2025-09-01 02:11:00,204596.0,31.76,0
N132,2025-09-01 02:12:00,86851.0,25.7,0
N133,2025-09-01 02:13:00,41426.0,40.57,0
N134,2025-09-01 02:14:00,45866.0,105.96,0
N135,2025-09-01 02:15:00,126864.0,361.65,0
N136,2025-09-01 02:16:00,381814.0,19.52,0
N137,2025-09-01 02:17:00,30450.0,4.26,0
N138,2025-09-01 02:18:00,96500.0,23.96,0
N139,2025-09-01 02:19:00,110408.0,184.14,0
N140,2025-09-01 02:20:00,179592.0,8.52,0
N141,2025-09-01 02:21:00,914694.0,8.38,0
N142,2025-09-01 02:22:00,45487.0,17.24,0
N143,2025-09-01 02:23:00,66290.0,30.64,0
N144,2025-09-01 02:24:00,58500.0,79.76,0
N145,2025-09-01 02:25:00,172399.0,58.05,0
N146,2025-09-01 02:26:00,76459.0,41.57,0
N147,2025-09-01 02:27:00,47972.0,1.24,0
N148,2025-09-01 02:28:00,408694.0,17.4,0
N149,2025-09-01 02:29:00,56293.0,6.1,0
N150,2025-09-01 02:30:00,96118.0,17.24,0
N151,2025-09-01 02:31:00,94632.0,10.22,0
N152,2025-09-01 02:32:00,83896.0,17.78,0
N153,2025-09-01 02:33:00,540742.0,55.94,0
N154,2025-09-01 02:34:00,10948.0,16.55,0
N155,2025-09-01 02:35:00,544273.0,2.49,0
N156,2025-09-01 02:36:00,50480.0,43.68,0
N157,2025-09-01 02:37:00,18652.0,7.54,0
N158,2025-09-01 02:38:00,65441.0,13.45,0
N159,2025-09-01 02:39:00,453175.0,13.85,0
N160,2025-09-01 02:40:00,93774.0,5.05,0
N161,2025-09-01 02:41:00,383225.0,2.7,0
N162,2025-09-01 02:42:00,411370.0,21.98,0
N163,2025-09-01 02:43:00,81320.0,49.36,0
N164,2025-09-01 02:44:00,265774.0,58.45,0
N165,2025-09-01 02:45:00,121108.0,0.6,0
N166,2025-09-01 02:46:00,87946.0,12.55,0
N167,2025-09-01 02:47:00,134615.0,48.62,0
N168,2025-09-01 02:48:00,188869.0,227.88,0
N169,2025-09-01 02:49:00,128051.0,79.17,0
N170,2025-09-01 02:50:00,61228.0,4.5,0
N171,2025-09-01 02:51:00,120253.0,11.41,0
N172,2025-09-01 02:52:00,127755.0,82.14,0
N173,2025-09-01 02:53:00,49185.0,7.7,0
N174,2025-09-01 02:54:00,396435.0,1.41,0
N175,2025-09-01 02:55:00,175036.0,11.48,0
N176,2025-09-01 02:56:00,214745.0,19.96,0
N177,2025-09-01 02:57:00,236289.0,33.49,0
N178,2025-09-01 02:58:00,254002.0,10.47,0
N179,2025-09-01 02:59:00,394950.0,51.33,0
N180,2025-09-01 03:00:00,81745.0,13.6,0
N181,2025-09-01 03:01:00,157922.0,40.25,0
N182,2025-09-01 03:02:00,144033.0,21.08,0
N183,2025-09-01 03:03:00,467081.0,2.26,0
N184,2025-09-01 03:04:00,184574.0,2.16,0
N185,2025-09-01 03:05:00,409469.0,2.06,0
N186,2025-09-01 03:06:00,549079.0,31.01,0
N187,2025-09-01 03:07:00,31409.0,20.99,0
N188,2025-09-01 03:08:00,183520.0,5.76,0
N189,2025-09-01 03:09:00,25854.0,40.35,0
N190,2025-09-01 03:10:00,246570.0,5.65,0
N191,2025-09-01 03:11:00,701643.0,2.28,0
N192,2025-09-01 03:12:00,100099.0,22.91,0
N193,2025-09-01 03:13:00,103169.0,74.5,0
N194,2025-09-01 03:14:00,228265.0,45.63,0
N195,2025-09-01 03:15:00,270791.0,7.3,0
N196,2025-09-01 03:16:00,670192.0,2.49,0
N197,2025-09-01 03:17:00,196738.0,18.65,0
N198,2025-09-01 03:18:00,315371.0,117.84,0
N199,2025-09-01 03:19:00,133224.0,65.85,0
N200,2025-09-01 03:20:00,139947.0,37.0,0
N201,2025-09-01 03:21:00,257569.0,6.85,0
N202,2025-09-01 03:22:00,233871.0,4.95,0
N203,2025-09-01 03:23:00,322988.0,45.9,0
N204,2025-09-01 03:24:00,137304.0,3.57,0
N205,2025-09-01 03:25:00,1234749.0,212.54,0
N206,2025-09-01 03:26:00,139916.0,60.3,0
N207,2025-09-01 03:27:00,31636.0,6.74,0
N208,2025-09-01 03:28:00,380255.0,17.63,0
N209,2025-09-01 03:29:00,334091.0,2.97,0
N210,2025-09-01 03:30:00,735095.0,13.55,0
N211,2025-09-01 03:31:00,241084.0,90.44,0
N212,2025-09-01 03:32:00,24222.0,184.19,0
N213,2025-09-01 03:33:00,145412.0,45.8,0
N214,2025-09-01 03:34:00,375214.0,1.18,0
N215,2025-09-01 03:35:00,287198.0,35.98,0
N216,2025-09-01 03:36:00,118039.0,36.25,0
N217,2025-09-01 03:37:00,423635.0,12.12,0
N218,2025-09-01 03:38:00,216485.0,59.78,0
N219,2025-09-01 03:39:00,14075.0,4.88,0
N220,2025-09-01 03:40:00,410165.0,44.74,0
N221,2025-09-01 03:41:00,242441.0,17.46,0
N222,2025-09-01 03:42:00,43108.0,37.15,0
N223,2025-09-01 03:43:00,123485.0,333.33,0
N224,2025-09-01 03:44:00,188451.0,30.41,0
N225,2025-09-01 03:45:00,391181.0,11.35,0
N226,2025-09-01 03:46:00,126192.0,6.67,0
N227,2025-09-01 03:47:00,8095.0,14.45,0
N228,2025-09-01 03:48:00,316405.0,20.55,0
N229,2025-09-01 03:49:00,116841.0,10.3,0
N230,2025-09-01 03:50:00,138215.0,205.63,0
N231,2025-09-01 03:51:00,461311.0,40.05,0
N232,2025-09-01 03:52:00,1278204.0,12.49,0
N233,2025-09-01 03:53:00,431600.0,109.26,0
N234,2025-09-01 03:54:00,159156.0,2.73,0
N235,2025-09-01 03:55:00,1086383.0,98.03,0
N236,2025-09-01 03:56:00,89277.0,91.28,0
N237,2025-09-01 03:57:00,223367.0,236.22,0
N238,2025-09-01 03:58:00,29100.0,25.35,0
N239,2025-09-01 03:59:00,84538.0,77.7,0
N240,2025-09-01 04:00:00,217670.0,35.37,0
N241,2025-09-01 04:01:00,157063.0,42.26,0
N242,2025-09-01 04:02:00,175636.0,6.07,0
N243,2025-09-01 04:03:00,117074.0,122.26,0
N244,2025-09-01 04:04:00,156758.0,30.24,0
N245,2025-09-01 04:05:00,204711.0,4.44,0
N246,2025-09-01 04:06:00,513714.0,17.72,0
N247,2025-09-01 04:07:00,301803.0,2.09,0
N248,2025-09-01 04:08:00,108733.0,2.44,0
N249,2025-09-01 04:09:00,68432.0,6.44,0
N250,2025-09-01 04:10:00,350919.0,47.93,0
N251,2025-09-01 04:11:00,101565.0,95.33,0
N252,2025-09-01 04:12:00,875843.0,7.07,0
N253,2025-09-01 04:13:00,174573.0,13.01,0
N254,2025-09-01 04:14:00,300226.0,25.28,0
N255,2025-09-01 04:15:00,108068.0,18.55,0
N256,2025-09-01 04:16:00,121115.0,25.42,0
N257,2025-09-01 04:17:00,117306.0,4.67,0
N258,2025-09-01 04:18:00,160756.0,38.76,0
N259,2025-09-01 04:19:00,88715.0,15.64,0
N260,2025-09-01 04:20:00,41810.0,11.62,0
N261,2025-09-01 04:21:00,370942.0,42.89,0
N262,2025-09-01 04:22:00,259039.0,27.4,0
N263,2025-09-01 04:23:00,220601.0,34.88,0
N264,2025-09-01 04:24:00,676961.0,16.15,0
N265,2025-09-01 04:25:00,623291.0,118.27,0
N266,2025-09-01 04:26:00,293786.0,13.54,0
N267,2025-09-01 04:27:00,170760.0,105.14,0
N268,2025-09-01 04:28:00,23960.0,13.92,0
N269,2025-09-01 04:29:00,215492.0,45.35,0
N270,2025-09-01 04:30:00,28979.0,5.89,0
N271,2025-09-01 04:31:00,89257.0,2.13,0
N272,2025-09-01 04:32:00,66095.0,63.75,0
N273,2025-09-01 04:33:00,23985.0,12.12,0
N274,2025-09-01 04:34:00,173449.0,52.88,0
N275,2025-09-01 04:35:00,82996.0,105.28,0
N276,2025-09-01 04:36:00,130582.0,8.18,0
N277,2025-09-01 04:37:00,107253.0,9.67,0
N278,2025-09-01 04:38:00,46843.0,23.71,0
N279,2025-09-01 04:39:00,31592.0,14.99,0
N280,2025-09-01 04:40:00,60301.0,22.86,0
N281,2025-09-01 04:41:00,105377.0,60.83,0
N282,2025-09-01 04:42:00,367129.0,6.34,0
N283,2025-09-01 04:43:00,101013.0,17.8,0
N284,2025-09-01 04:44:00,141844.0,89.48,0
N285,2025-09-01 04:45:00,148100.0,60.79,0
N286,2025-09-01 04:46:00,216401.0,63.25,0
N287,2025-09-01 04:47:00,41232.0,9.28,0
N288,2025-09-01 04:48:00,570189.0,24.15,0
N289,2025-09-01 04:49:00,124724.0,39.1,0
N290,2025-09-01 04:50:00,356634.0,35.59,0
N291,2025-09-01 04:51:00,1304063.0,9.79,0
N292,2025-09-01 04:52:00,244481.0,78.35,0
N293,2025-09-01 04:53:00,107493.0,49.35,0
N294,2025-09-01 04:54:00,209328.0,5.42,0
N295,2025-09-01 04:55:00,73309.0,49.32,0
N296,2025-09-01 04:56:00,75525.0,108.77,0
N297,2025-09-01 04:57:00,36263.0,13.0,0
N298,2025-09-01 04:58:00,147961.0,18.18,0
N299,2025-09-01 04:59:00,386125.0,109.14,0
N300,2025-09-01 05:00:00,57585.0,3.48,0
N301,2025-09-01 05:01:00,782984.0,3.57,0
N302,2025-09-01 05:02:00,54056.0,49.28,0
N303,2025-09-01 05:03:00,141196.0,13.23,0
N304,2025-09-01 05:04:00,75987.0,2.75,0
N305,2025-09-01 05:05:00,55379.0,2.33,0
N306,2025-09-01 05:06:00,257302.0,35.86,0
N307,2025-09-01 05:07:00,1349199.0,149.48,0
N308,2025-09-01 05:08:00,11346.0,9.45,0
N309,2025-09-01 05:09:00,297240.0,8.77,0
N310,2025-09-01 05:10:00,719066.0,11.2,0
N311,2025-09-01 05:11:00,125130.0,11.1,0
N312,2025-09-01 05:12:00,27715.0,60.71,0
N313,2025-09-01 05:13:00,705509.0,1.55,0
N314,2025-09-01 05:14:00,75648.0,27.7,0
N315,2025-09-01 05:15:00,55108.0,179.34,0
N316,2025-09-01 05:16:00,330581.0,47.12,0
N317,2025-09-01 05:17:00,197792.0,17.67,0
N318,2025-09-01 05:18:00,67321.0,32.7,0
N319,2025-09-01 05:19:00,71978.0,72.89,0
N320,2025-09-01 05:20:00,224977.0,9.23,0
N321,2025-09-01 05:21:00,169227.0,3.17,0
N322,2025-09-01 05:22:00,171907.0,35.4,0
N323,2025-09-01 05:23:00,73935.0,40.55,0
N324,2025-09-01 05:24:00,307297.0,7.79,0
N325,2025-09-01 05:25:00,191532.0,27.73,0
N326,2025-09-01 05:26:00,36654.0,6.95,0
N327,2025-09-01 05:27:00,152352.0,202.37,0
N328,2025-09-01 05:28:00,206402.0,4.71,0
N329,2025-09-01 05:29:00,125853.0,21.17,0
N330,2025-09-01 05:30:00,137147.0,40.21,0
N331,2025-09-01 05:31:00,253857.0,18.13,0
N332,2025-09-01 05:32:00,1281015.0,14.89,0
N333,2025-09-01 05:33:00,454373.0,585.68,0
N334,2025-09-01 05:34:00,47747.0,62.64,0
N335,2025-09-01 05:35:00,141169.0,0.93,0
N336,2025-09-01 05:36:00,208550.0,79.75,0
N337,2025-09-01 05:37:00,161104.0,34.08,0
N338,2025-09-01 05:38:00,735237.0,7.77,0
N339,2025-09-01 05:39:00,34318.0,1.0,0
N340,2025-09-01 05:40:00,74870.0,63.7,0
N341,2025-09-01 05:41:00,130601.0,143.89,0
N342,2025-09-01 05:42:00,209381.0,4.57,0
N343,2025-09-01 05:43:00,572924.0,8.99,0
N344,2025-09-01 05:44:00,205835.0,24.16,0
N345,2025-09-01 05:45:00,485141.0,25.39,0
N346,2025-09-01 05:46:00,209259.0,25.46,0
N347,2025-09-01 05:47:00,171954.0,26.3,0
N348,2025-09-01 05:48:00,125814.0,6.8,0
N349,2025-09-01 05:49:00,908461.0,14.97,0
N350,2025-09-01 05:50:00,567874.0,7.1,0
N351,2025-09-01 05:51:00,174904.0,39.76,0
N352,2025-09-01 05:52:00,66959.0,24.51,0
N353,2025-09-01 05:53:00,696708.0,58.9,0
N354,2025-09-01 05:54:00,244845.0,10.17,0
N355,2025-09-01 05:55:00,262409.0,3.48,0
N356,2025-09-01 05:56:00,59937.0,5.17,0
N357,2025-09-01 05:57:00,142738.0,14.51,0
N358,2025-09-01 05:58:00,211716.0,10.15,0
N359,2025-09-01 05:59:00,540646.0,161.71,0
N360,2025-09-01 06:00:00,163191.0,16.72,0
N361,2025-09-01 06:01:00,20221.0,15.05,0
N362,2025-09-01 06:02:00,1330689.0,18.62,0
N363,2025-09-01 06:03:00,117699.0,4.23,0
N364,2025-09-01 06:04:00,166973.0,10.2,0
N365,2025-09-01 06:05:00,2391055.0,27.69,0
N366,2025-09-01 06:06:00,311339.0,115.8,0
N367,2025-09-01 06:07:00,54524.0,12.2,0
N368,2025-09-01 06:08:00,85981.0,6.99,0
N369,2025-09-01 06:09:00,646707.0,6.95,0
N370,2025-09-01 06:10:00,63307.0,5.38,0
N371,2025-09-01 06:11:00,237392.0,29.16,0
N372,2025-09-01 06:12:00,227408.0,2.23,0
N373,2025-09-01 06:13:00,142414.0,113.44,0
N374,2025-09-01 06:14:00,373270.0,2.13,0
N375,2025-09-01 06:15:00,1402447.0,26.16,0
N376,2025-09-01 06:16:00,114193.0,107.42,0
N377,2025-09-01 06:17:00,46636.0,26.89,0
N378,2025-09-01 06:18:00,39366.0,23.36,0
N379,2025-09-01 06:19:00,310372.0,40.8,0
N380,2025-09-01 06:20:00,256579.0,9.87,0
N381,2025-09-01 06:21:00,293382.0,4.76,0
N382,2025-09-01 06:22:00,710249.0,20.67,0
N383,2025-09-01 06:23:00,149750.0,15.26,0
N384,2025-09-01 06:24:00,245164.0,3.69,0
N385,2025-09-01 06:25:00,247612.0,54.19,0
N386,2025-09-01 06:26:00,203480.0,43.64,0
N387,2025-09-01 06:27:00,411360.0,5.45,0
N388,2025-09-01 06:28:00,199664.0,1.28,0
N389,2025-09-01 06:29:00,181141.0,14.97,0
N390,2025-09-01 06:30:00,74235.0,53.67,0
N391,2025-09-01 06:31:00,447393.0,22.04,0
N392,2025-09-01 06:32:00,111689.0,19.22,0
N393,2025-09-01 06:33:00,308384.0,11.11,0
N394,2025-09-01 06:34:00,55550.0,24.34,0
N395,2025-09-01 06:35:00,197012.0,75.01,0
N396,2025-09-01 06:36:00,306852.0,9.16,0
N397,2025-09-01 06:37:00,514241.0,3.48,0
N398,2025-09-01 06:38:00,994890.0,36.67,0
N399,2025-09-01 06:39:00,58316.0,5.88,0
N400,2025-09-01 06:40:00,459555.0,3.43,0
N401,2025-09-01 06:41:00,149978.0,51.65,0
N402,2025-09-01 06:42:00,72877.0,32.21,0
N403,2025-09-01 06:43:00,337136.0,6.11,0
N404,2025-09-01 06:44:00,96082.0,55.87,0
N405,2025-09-01 06:45:00,107524.0,14.57,0
N406,2025-09-01 06:46:00,13219.0,98.67,0
N407,2025-09-01 06:47:00,270714.0,6.35,0
N408,2025-09-01 06:48:00,191243.0,10.75,0
N409,2025-09-01 06:49:00,187390.0,16.73,0
N410,2025-09-01 06:50:00,137991.0,15.54,0
N411,2025-09-01 06:51:00,253007.0,22.36,0
N412,2025-09-01 06:52:00,85184.0,39.1,0
N413,2025-09-01 06:53:00,29342.0,15.51,0
N414,2025-09-01 06:54:00,55254.0,228.46,0
N415,2025-09-01 06:55:00,150606.0,24.09,0
N416,2025-09-01 06:56:00,107415.0,18.86,0
N417,2025-09-01 06:57:00,157285.0,12.27,0
N418,2025-09-01 06:58:00,126342.0,196.85,0
N419,2025-09-01 06:59:00,935700.0,21.12,0
N420,2025-09-01 07:00:00,55785.0,11.42,0
N421,2025-09-01 07:01:00,111581.0,9.63,0
N422,2025-09-01 07:02:00,178840.0,15.69,0
N423,2025-09-01 07:03:00,21399.0,13.27,0
N424,2025-09-01 07:04:00,350614.0,1.57,0
N425,2025-09-01 07:05:00,91469.0,18.74,0
N426,2025-09-01 07:06:00,269203.0,30.63,0
N427,2025-09-01 07:07:00,214535.0,42.68,0
N428,2025-09-01 07:08:00,26579.0,102.86,0
N429,2025-09-01 07:09:00,85476.0,178.46,0
N430,2025-09-01 07:10:00,57504.0,211.16,0
N431,2025-09-01 07:11:00,47561.0,35.66,0
N432,2025-09-01 07:12:00,524650.0,5.58,0
N433,2025-09-01 07:13:00,253906.0,56.55,0
N434,2025-09-01 07:14:00,1215641.0,31.5,0
N435,2025-09-01 07:15:00,164676.0,30.59,0
N436,2025-09-01 07:16:00,127865.0,6.36,0
N437,2025-09-01 07:17:00,423578.0,5.58,0
N438,2025-09-01 07:18:00,129098.0,21.77,0
N439,2025-09-01 07:19:00,124789.0,20.81,0
N440,2025-09-01 07:20:00,747970.0,41.98,0
N441,2025-09-01 07:21:00,383180.0,11.46,0
N442,2025-09-01 07:22:00,176892.0,68.38,0
N443,2025-09-01 07:23:00,514809.0,26.0,0
N444,2025-09-01 07:24:00,57679.0,17.65,0
N445,2025-09-01 07:25:00,959775.0,5.54,0
N446,2025-09-01 07:26:00,132514.0,46.86,0
N447,2025-09-01 07:27:00,152163.0,11.16,0
N448,2025-09-01 07:28:00,17679.0,11.53,0
N449,2025-09-01 07:29:00,248846.0,14.36,0
N450,2025-09-01 07:30:00,79597.0,491.35,0
N451,2025-09-01 07:31:00,222087.0,33.8,0
N452,2025-09-01 07:32:00,164190.0,20.37,0
N453,2025-09-01 07:33:00,415687.0,77.77,0
N454,2025-09-01 07:34:00,787631.0,318.71,0
N455,2025-09-01 07:35:00,120818.0,56.48,0
N456,2025-09-01 07:36:00,130920.0,76.03,0
N457,2025-09-01 07:37:00,61999.0,9.25,0
N458,2025-09-01 07:38:00,36338.0,50.66,0
N459,2025-09-01 07:39:00,213645.0,18.29,0
N460,2025-09-01 07:40:00,346605.0,57.5,0
N461,2025-09-01 07:41:00,711189.0,4.23,0
N462,2025-09-01 07:42:00,90032.0,108.8,0
N463,2025-09-01 07:43:00,204117.0,3.43,0
N464,2025-09-01 07:44:00,421945.0,20.18,0
N465,2025-09-01 07:45:00,265824.0,28.19,0
N466,2025-09-01 07:46:00,12403.0,15.95,0
N467,2025-09-01 07:47:00,37115.0,36.31,0
N468,2025-09-01 07:48:00,38193.0,23.37,0
N469,2025-09-01 07:49:00,96755.0,25.87,0
N470,2025-09-01 07:50:00,258115.0,8.75,0
N471,2025-09-01 07:51:00,173669.0,11.63,0
N472,2025-09-01 07:52:00,117908.0,5.96,0
N473,2025-09-01 07:53:00,211970.0,7.22,0
N474,2025-09-01 07:54:00,99825.0,627.16,0
N475,2025-09-01 07:55:00,41886.0,20.91,0
N476,2025-09-01 07:56:00,265890.0,14.12,0
N477,2025-09-01 07:57:00,370258.0,2.59,0
N478,2025-09-01 07:58:00,238725.0,12.42,0
N479,2025-09-01 07:59:00,123748.0,10.25,0
N480,2025-09-01 08:00:00,343554.0,27.39,0
N481,2025-09-01 08:01:00,34805.0,40.62,0
N482,2025-09-01 08:02:00,568702.0,30.46,0
N483,2025-09-01 08:03:00,116072.0,3.14,0
N484,2025-09-01 08:04:00,322515.0,123.48,0
N485,2025-09-01 08:05:00,136399.0,141.14,0
N486,2025-09-01 08:06:00,393972.0,8.46,0
N487,2025-09-01 08:07:00,132588.0,21.55,0
N488,2025-09-01 08:08:00,258560.0,96.99,0
N489,2025-09-01 08:09:00,135853.0,4.63,0
N490,2025-09-01 08:10:00,236494.0,2.2,0
N491,2025-09-01 08:11:00,1352099.0,3.9,0
N492,2025-09-01 08:12:00,127294.0,75.6,0
N493,2025-09-01 08:13:00,14646.0,66.44,0
N494,2025-09-01 08:14:00,304718.0,9.02,0
N495,2025-09-01 08:15:00,190520.0,17.94,0
N496,2025-09-01 08:16:00,182105.0,15.02,0
N497,2025-09-01 08:17:00,143101.0,9.24,0
N498,2025-09-01 08:18:00,314383.0,30.55,0
N499,2025-09-01 08:19:00,1777041.0,177.58,0
N500,2025-09-01 08:20:00,59193.0,8.13,0
N501,2025-09-01 08:21:00,231167.0,26.34,0
N502,2025-09-01 08:22:00,110194.0,79.74,0
N503,2025-09-01 08:23:00,459297.0,6.27,0
N504,2025-09-01 08:24:00,202437.0,39.82,0
N505,2025-09-01 08:25:00,944043.0,77.74,0
N506,2025-09-01 08:26:00,1543617.0,5.96,0
N507,2025-09-01 08:27:00,277655.0,109.64,0
N508,2025-09-01 08:28:00,41375.0,124.88,0
N509,2025-09-01 08:29:00,49820.0,199.87,0
N510,2025-09-01 08:30:00,87362.0,46.24,0
N511,2025-09-01 08:31:00,85266.0,13.01,0
N512,2025-09-01 08:32:00,68244.0,32.29,0
N513,2025-09-01 08:33:00,441808.0,17.13,0
N514,2025-09-01 08:34:00,93752.0,37.54,0
