cif,tran_datetime,tran_amount_equal,gap_minutes,target
N46,2025-09-01 00:46:00,122446.0,123.51,0
N47,2025-09-01 00:47:00,155500.0,93.35,0
N48,2025-09-01 00:48:00,338048.0,18.62,0
N49,2025-09-01 00:49:00,57678.0,106.63,0
N50,2025-09-01 00:50:00,115213.0,32.79,0
N51,2025-09-01 00:51:00,19870.0,9.09,0
N52,2025-09-01 00:52:00,45318.0,18.7,0
N53,2025-09-01 00:53:00,83211.0,10.36,0
N54,2025-09-01 00:54:00,66234.0,90.21,0
N55,2025-09-01 00:55:00,228509.0,118.35,0
N56,2025-09-01 00:56:00,135958.0,12.94,0
N57,2025-09-01 00:57:00,109922.0,31.3,0
N58,2025-09-01 00:58:00,53648.0,54.3,0
N59,2025-09-01 00:59:00,75338.0,11.4,0
N60,2025-09-01 01:00:00,118550.0,93.42,0
N61,2025-09-01 01:01:00,559342.0,13.4,0
N62,2025-09-01 01:02:00,118873.0,9.11,0
N63,2025-09-01 01:03:00,53000.0,15.7,0
N64,2025-09-01 01:04:00,201699.0,25.23,0
N65,2025-09-01 01:05:00,96797.0,15.49,0
N66,2025-09-01 01:06:00,13274.0,122.24,0
N67,2025-09-01 01:07:00,42515.0,36.67,0
N68,2025-09-01 01:08:00,84544.0,8.78,0
N69,2025-09-01 01:09:00,59027.0,51.59,0
N70,2025-09-01 01:10:00,103735.0,8.72,0
N71,2025-09-01 01:11:00,120150.0,169.15,0
N72,2025-09-01 01:12:00,50747.0,11.0,0
N73,2025-09-01 01:13:00,174643.0,23.44,0
N74,2025-09-01 01:14:00,404671.0,44.32,0
N75,2025-09-01 01:15:00,282987.0,16.8,0
N76,2025-09-01 01:16:00,125067.0,13.66,0
N77,2025-09-01 01:17:00,183318.0,47.12,0
N78,2025-09-01 01:18:00,157213.0,7.68,0
N79,2025-09-01 01:19:00,35153.0,103.57,0
N80,2025-09-01 01:20:00,64645.0,10.05,0
N81,2025-09-01 01:21:00,48191.0,10.43,0
N82,2025-09-01 01:22:00,93267.0,31.66,0
N83,2025-09-01 01:23:00,241684.0,4.01,0
N84,2025-09-01 01:24:00,51754.0,35.95,0
N85,2025-09-01 01:25:00,24510.0,17.64,0
N86,2025-09-01 01:26:00,74408.0,51.07,0
N87,2025-09-01 01:27:00,306376.0,32.84,0
N88,2025-09-01 01:28:00,35833.0,89.94,0
N89,2025-09-01 01:29:00,93776.0,14.88,0
N90,2025-09-01 01:30:00,22900.0,81.12,0
N91,2025-09-01 01:31:00,45132.0,36.51,0
N92,2025-09-01 01:32:00,50048.0,21.8,0
N93,2025-09-01 01:33:00,251761.0,45.32,0
N94,2025-09-01 01:34:00,41342.0,16.84,0
N95,2025-09-01 01:35:00,297426.0,20.24,0
N96,2025-09-01 01:36:00,259596.0,21.34,0
N97,2025-09-01 01:37:00,39619.0,43.72,0
N98,2025-09-01 01:38:00,141736.0,32.55,0
N99,2025-09-01 01:39:00,30466.0,4.34,0
N100,2025-09-01 01:40:00,146224.0,153.77,0
N101,2025-09-01 01:41:00,271953.0,205.8,0
N102,2025-09-01 01:42:00,60800.0,19.28,0
N103,2025-09-01 01:43:00,89447.0,84.28,0
N104,2025-09-01 01:44:00,11961.0,63.81,0
N105,2025-09-01 01:45:00,278078.0,23.86,0
N106,2025-09-01 01:46:00,28680.0,29.79,0
N107,2025-09-01 01:47:00,79751.0,106.6,0
N108,2025-09-01 01:48:00,108411.0,7.32,0
N109,2025-09-01 01:49:00,205828.0,82.77,0
N110,2025-09-01 01:50:00,64786.0,127.34,0
N111,2025-09-01 01:51:00,161398.0,19.3,0
N112,2025-09-01 01:52:00,58230.0,159.44,0
N113,2025-09-01 01:53:00,22580.0,80.91,0
N114,2025-09-01 01:54:00,249942.0,109.49,0
N115,2025-09-01 01:55:00,59054.0,33.3,0
N116,2025-09-01 01:56:00,45803.0,13.0,0
N117,2025-09-01 01:57:00,49806.0,25.12,0
N118,2025-09-01 01:58:00,17592.0,3.82,0
N119,2025-09-01 01:59:00,103353.0,15.95,0
N120,2025-09-01 02:00:00,29507.0,71.08,0
N121,2025-09-01 02:01:00,284344.0,15.6,0
N122,2025-09-01 02:02:00,71665.0,53.48,0
N123,2025-09-01 02:03:00,219350.0,277.37,0
N124,2025-09-01 02:04:00,29943.0,21.36,0
N125,2025-09-01 02:05:00,53918.0,50.97,0
N126,2025-09-01 02:06:00,188516.0,7.82,0
N127,2025-09-01 02:07:00,237118.0,93.55,0
N128,2025-09-01 02:08:00,232656.0,93.14,0
N129,2025-09-01 02:09:00,122759.0,19.0,0
N130,2025-09-01 02:10:00,28384.0,13.95,0
N131,2025-09-01 02:11:00,186791.0,23.57,0
N132,2025-09-01 02:12:00,30150.0,10.48,0
N133,2025-09-01 02:13:00,45871.0,63.04,0
N134,2025-09-01 02:14:00,147421.0,104.68,0
N135,2025-09-01 02:15:00,45902.0,41.18,0
N136,2025-09-01 02:16:00,54048.0,6.0,0
N137,2025-09-01 02:17:00,63544.0,180.2,0
N138,2025-09-01 02:18:00,187315.0,59.1,0
N139,2025-09-01 02:19:00,173301.0,46.13,0
N140,2025-09-01 02:20:00,607687.0,7.3,0
N141,2025-09-01 02:21:00,134551.0,32.68,0
N142,2025-09-01 02:22:00,206122.0,38.22,0
N143,2025-09-01 02:23:00,38716.0,40.63,0
N144,2025-09-01 02:24:00,187343.0,65.21,0
N145,2025-09-01 02:25:00,245198.0,15.74,0
N146,2025-09-01 02:26:00,155504.0,22.52,0
N147,2025-09-01 02:27:00,16418.0,17.12,0
N148,2025-09-01 02:28:00,19672.0,29.08,0
N149,2025-09-01 02:29:00,49047.0,5.9,0
N150,2025-09-01 02:30:00,97608.0,95.25,0
N151,2025-09-01 02:31:00,34483.0,58.58,0
N152,2025-09-01 02:32:00,122332.0,77.9,0
N153,2025-09-01 02:33:00,67627.0,31.11,0
N154,2025-09-01 02:34:00,122855.0,48.59,0
N155,2025-09-01 02:35:00,108456.0,22.2,0
N156,2025-09-01 02:36:00,38959.0,176.06,0
N157,2025-09-01 02:37:00,126753.0,10.44,0
N158,2025-09-01 02:38:00,141567.0,9.31,0
N159,2025-09-01 02:39:00,49146.0,31.97,0
N160,2025-09-01 02:40:00,72443.0,43.14,0
N161,2025-09-01 02:41:00,48369.0,382.34,0
N162,2025-09-01 02:42:00,51765.0,104.25,0
N163,2025-09-01 02:43:00,59181.0,62.71,0
N164,2025-09-01 02:44:00,160465.0,15.15,0
N165,2025-09-01 02:45:00,16707.0,13.74,0
N166,2025-09-01 02:46:00,189403.0,13.61,0
N167,2025-09-01 02:47:00,225219.0,79.39,0
N168,2025-09-01 02:48:00,110693.0,92.79,0
N169,2025-09-01 02:49:00,165381.0,87.94,0
N170,2025-09-01 02:50:00,241119.0,14.15,0
N171,2025-09-01 02:51:00,23230.0,8.7,0
N172,2025-09-01 02:52:00,31689.0,39.55,0
N173,2025-09-01 02:53:00,232115.0,58.24,0
N174,2025-09-01 02:54:00,177067.0,44.83,0
N175,2025-09-01 02:55:00,200383.0,79.03,0
N176,2025-09-01 02:56:00,20663.0,83.06,0
N177,2025-09-01 02:57:00,236672.0,127.85,0
N178,2025-09-01 02:58:00,9991.0,79.96,0
N179,2025-09-01 02:59:00,265911.0,7.24,0
N180,2025-09-01 03:00:00,190174.0,18.45,0
N181,2025-09-01 03:01:00,85370.0,29.13,0
N182,2025-09-01 03:02:00,28108.0,230.25,0
N183,2025-09-01 03:03:00,267976.0,18.18,0
N184,2025-09-01 03:04:00,107352.0,26.69,0
N185,2025-09-01 03:05:00,42393.0,29.11,0
N186,2025-09-01 03:06:00,95373.0,73.86,0
N187,2025-09-01 03:07:00,49112.0,26.53,0
N188,2025-09-01 03:08:00,47810.0,48.28,0
N189,2025-09-01 03:09:00,12085.0,9.11,0
N190,2025-09-01 03:10:00,208139.0,40.08,0
N191,2025-09-01 03:11:00,13851.0,118.04,0
N192,2025-09-01 03:12:00,170906.0,64.51,0
N193,2025-09-01 03:13:00,279733.0,29.03,0
N194,2025-09-01 03:14:00,16058.0,86.38,0
N195,2025-09-01 03:15:00,151841.0,84.98,0
N196,2025-09-01 03:16:00,80132.0,54.9,0
N197,2025-09-01 03:17:00,21743.0,72.65,0
N198,2025-09-01 03:18:00,145712.0,104.54,0
N199,2025-09-01 03:19:00,81935.0,17.64,0
N200,2025-09-01 03:20:00,146544.0,19.89,0
N201,2025-09-01 03:21:00,85421.0,70.02,0
N202,2025-09-01 03:22:00,131651.0,202.29,0
N203,2025-09-01 03:23:00,289554.0,32.71,0
N204,2025-09-01 03:24:00,47316.0,12.99,0
N205,2025-09-01 03:25:00,61610.0,124.38,0
N206,2025-09-01 03:26:00,57938.0,26.53,0
N207,2025-09-01 03:27:00,55566.0,24.38,0
N208,2025-09-01 03:28:00,160026.0,3.38,0
N209,2025-09-01 03:29:00,101009.0,31.93,0
N210,2025-09-01 03:30:00,53008.0,66.41,0
N211,2025-09-01 03:31:00,30666.0,13.29,0
N212,2025-09-01 03:32:00,98569.0,88.22,0
N213,2025-09-01 03:33:00,146272.0,12.79,0
N214,2025-09-01 03:34:00,344429.0,19.29,0
N215,2025-09-01 03:35:00,91730.0,13.55,0
N216,2025-09-01 03:36:00,56423.0,14.33,0
N217,2025-09-01 03:37:00,9511.0,7.89,0
N218,2025-09-01 03:38:00,34337.0,24.7,0
N219,2025-09-01 03:39:00,38385.0,23.0,0
N220,2025-09-01 03:40:00,165696.0,25.54,0
N221,2025-09-01 03:41:00,73089.0,41.89,0
N222,2025-09-01 03:42:00,317148.0,6.44,0
N223,2025-09-01 03:43:00,70082.0,55.74,0
N224,2025-09-01 03:44:00,80312.0,61.42,0
N225,2025-09-01 03:45:00,25133.0,29.24,0
N226,2025-09-01 03:46:00,32121.0,61.09,0
N227,2025-09-01 03:47:00,60638.0,31.92,0
N228,2025-09-01 03:48:00,91203.0,210.7,0
N229,2025-09-01 03:49:00,79320.0,101.11,0
N230,2025-09-01 03:50:00,75641.0,78.2,0
N231,2025-09-01 03:51:00,135285.0,8.89,0
N232,2025-09-01 03:52:00,52698.0,35.13,0
N233,2025-09-01 03:53:00,15256.0,70.39,0
N234,2025-09-01 03:54:00,44768.0,90.76,0
N235,2025-09-01 03:55:00,27866.0,33.31,0
N236,2025-09-01 03:56:00,29741.0,262.56,0
N237,2025-09-01 03:57:00,143512.0,56.47,0
N238,2025-09-01 03:58:00,76928.0,19.37,0
N239,2025-09-01 03:59:00,140402.0,18.69,0
N240,2025-09-01 04:00:00,206639.0,61.57,0
N241,2025-09-01 04:01:00,46367.0,81.9,0
N242,2025-09-01 04:02:00,54651.0,64.33,0
N243,2025-09-01 04:03:00,53410.0,30.79,0
N244,2025-09-01 04:04:00,38845.0,109.65,0
N245,2025-09-01 04:05:00,60113.0,8.47,0
N246,2025-09-01 04:06:00,107122.0,20.27,0
N247,2025-09-01 04:07:00,491626.0,43.06,0
N248,2025-09-01 04:08:00,103647.0,86.03,0
N249,2025-09-01 04:09:00,112470.0,58.43,0
N250,2025-09-01 04:10:00,91883.0,12.82,0
N251,2025-09-01 04:11:00,235397.0,111.17,0
N252,2025-09-01 04:12:00,154593.0,168.54,0
N253,2025-09-01 04:13:00,82946.0,218.28,0
N254,2025-09-01 04:14:00,113442.0,51.84,0
N255,2025-09-01 04:15:00,31725.0,316.22,0
N256,2025-09-01 04:16:00,31495.0,70.29,0
N257,2025-09-01 04:17:00,151010.0,53.23,0
N258,2025-09-01 04:18:00,13539.0,39.46,0
N259,2025-09-01 04:19:00,273241.0,18.13,0
N260,2025-09-01 04:20:00,17116.0,27.64,0
N261,2025-09-01 04:21:00,85185.0,39.64,0
N262,2025-09-01 04:22:00,42427.0,25.29,0
N263,2025-09-01 04:23:00,12859.0,37.35,0
N264,2025-09-01 04:24:00,23984.0,4.1,0
N265,2025-09-01 04:25:00,41582.0,100.34,0
N266,2025-09-01 04:26:00,209476.0,6.58,0
N267,2025-09-01 04:27:00,54134.0,44.48,0
N268,2025-09-01 04:28:00,299097.0,41.31,0
N269,2025-09-01 04:29:00,87508.0,32.85,0
N270,2025-09-01 04:30:00,32640.0,19.8,0
N271,2025-09-01 04:31:00,128208.0,86.7,0
N272,2025-09-01 04:32:00,370514.0,64.07,0
N273,2025-09-01 04:33:00,119993.0,80.79,0
N274,2025-09-01 04:34:00,26737.0,18.85,0
N275,2025-09-01 04:35:00,22552.0,107.47,0
N276,2025-09-01 04:36:00,6039.0,12.81,0
N277,2025-09-01 04:37:00,351770.0,47.9,0
N278,2025-09-01 04:38:00,61199.0,11.61,0
N279,2025-09-01 04:39:00,75234.0,76.82,0
N280,2025-09-01 04:40:00,70555.0,14.22,0
N281,2025-09-01 04:41:00,107131.0,106.68,0
N282,2025-09-01 04:42:00,81395.0,6.31,0
N283,2025-09-01 04:43:00,85174.0,9.85,0
N284,2025-09-01 04:44:00,36196.0,28.73,0
N285,2025-09-01 04:45:00,41224.0,40.54,0
N286,2025-09-01 04:46:00,149034.0,142.07,0
N287,2025-09-01 04:47:00,42114.0,41.76,0
N288,2025-09-01 04:48:00,199484.0,67.73,0
N289,2025-09-01 04:49:00,171223.0,12.83,0
N290,2025-09-01 04:50:00,31138.0,25.43,0
N291,2025-09-01 04:51:00,41588.0,14.78,0
N292,2025-09-01 04:52:00,211814.0,29.23,0
N293,2025-09-01 04:53:00,54606.0,38.98,0
N294,2025-09-01 04:54:00,124297.0,17.71,0
N295,2025-09-01 04:55:00,53084.0,56.98,0
N296,2025-09-01 04:56:00,127780.0,69.79,0
N297,2025-09-01 04:57:00,32929.0,5.03,0
N298,2025-09-01 04:58:00,20124.0,9.75,0
N299,2025-09-01 04:59:00,36501.0,15.5,0
N300,2025-09-01 05:00:00,88604.0,19.57,0
N301,2025-09-01 05:01:00,70624.0,34.55,0
N302,2025-09-01 05:02:00,60831.0,39.45,0
N303,2025-09-01 05:03:00,21644.0,11.47,0
N304,2025-09-01 05:04:00,68834.0,25.31,0
N305,2025-09-01 05:05:00,55791.0,17.18,0
N306,2025-09-01 05:06:00,44994.0,104.76,0
N307,2025-09-01 05:07:00,120847.0,27.39,0
N308,2025-09-01 05:08:00,117010.0,17.18,0
N309,2025-09-01 05:09:00,59056.0,68.72,0
N310,2025-09-01 05:10:00,31766.0,18.91,0
N311,2025-09-01 05:11:00,33543.0,6.14,0
N312,2025-09-01 05:12:00,109179.0,23.62,0
N313,2025-09-01 05:13:00,61103.0,17.04,0
N314,2025-09-01 05:14:00,97368.0,10.21,0
N315,2025-09-01 05:15:00,70904.0,44.68,0
N316,2025-09-01 05:16:00,191793.0,41.05,0
N317,2025-09-01 05:17:00,37952.0,42.02,0
N318,2025-09-01 05:18:00,91835.0,343.46,0
N319,2025-09-01 05:19:00,141846.0,21.73,0
N320,2025-09-01 05:20:00,81100.0,3.2,0
N321,2025-09-01 05:21:00,24261.0,19.35,0
N322,2025-09-01 05:22:00,75406.0,20.7,0
N323,2025-09-01 05:23:00,82050.0,52.37,0
N324,2025-09-01 05:24:00,80992.0,88.34,0
N325,2025-09-01 05:25:00,104455.0,42.65,0
N326,2025-09-01 05:26:00,96540.0,4.56,0
N327,2025-09-01 05:27:00,91896.0,23.13,0
N328,2025-09-01 05:28:00,234651.0,26.79,0
N329,2025-09-01 05:29:00,81885.0,8.88,0
N330,2025-09-01 05:30:00,166832.0,74.41,0
N331,2025-09-01 05:31:00,59203.0,22.83,0
N332,2025-09-01 05:32:00,219220.0,13.85,0
N333,2025-09-01 05:33:00,140598.0,30.85,0
N334,2025-09-01 05:34:00,101604.0,12.99,0
N335,2025-09-01 05:35:00,92102.0,37.04,0
N336,2025-09-01 05:36:00,51651.0,74.56,0
N337,2025-09-01 05:37:00,51463.0,27.95,0
N338,2025-09-01 05:38:00,314968.0,11.89,0
N339,2025-09-01 05:39:00,46404.0,9.12,0
N340,2025-09-01 05:40:00,19116.0,43.54,0
N341,2025-09-01 05:41:00,26281.0,15.47,0
N342,2025-09-01 05:42:00,51435.0,25.85,0
N343,2025-09-01 05:43:00,200941.0,16.16,0
N344,2025-09-01 05:44:00,22340.0,22.59,0
N345,2025-09-01 05:45:00,296274.0,101.62,0
N346,2025-09-01 05:46:00,87340.0,17.14,0
N347,2025-09-01 05:47:00,42591.0,34.12,0
N348,2025-09-01 05:48:00,11066.0,12.38,0
N349,2025-09-01 05:49:00,17275.0,21.46,0
N350,2025-09-01 05:50:00,46257.0,24.11,0
N351,2025-09-01 05:51:00,82322.0,23.72,0
N352,2025-09-01 05:52:00,11918.0,30.02,0
N353,2025-09-01 05:53:00,93756.0,12.1,0
N354,2025-09-01 05:54:00,42138.0,26.33,0
N355,2025-09-01 05:55:00,88636.0,150.16,0
N356,2025-09-01 05:56:00,244969.0,14.96,0
N357,2025-09-01 05:57:00,359355.0,78.69,0
N358,2025-09-01 05:58:00,101150.0,302.16,0
N359,2025-09-01 05:59:00,25402.0,28.8,0
N360,2025-09-01 06:00:00,13797.0,141.99,0
N361,2025-09-01 06:01:00,67942.0,9.98,0
N362,2025-09-01 06:02:00,129170.0,126.44,0
N363,2025-09-01 06:03:00,19366.0,44.84,0
N364,2025-09-01 06:04:00,9137.0,124.53,0
N365,2025-09-01 06:05:00,39107.0,14.94,0
N366,2025-09-01 06:06:00,49711.0,42.89,0
N367,2025-09-01 06:07:00,113527.0,11.62,0
N368,2025-09-01 06:08:00,73277.0,26.27,0
N369,2025-09-01 06:09:00,31933.0,6.5,0
N370,2025-09-01 06:10:00,127344.0,33.69,0
N371,2025-09-01 06:11:00,21796.0,15.5,0
N372,2025-09-01 06:12:00,33868.0,18.12,0
N373,2025-09-01 06:13:00,33073.0,83.66,0
N374,2025-09-01 06:14:00,68303.0,3.4,0
N375,2025-09-01 06:15:00,530654.0,14.18,0
N376,2025-09-01 06:16:00,50510.0,14.28,0
N377,2025-09-01 06:17:00,110355.0,53.06,0
N378,2025-09-01 06:18:00,431600.0,114.16,0
N379,2025-09-01 06:19:00,561032.0,28.42,0
N380,2025-09-01 06:20:00,20913.0,22.11,0
N381,2025-09-01 06:21:00,58754.0,112.64,0
N382,2025-09-01 06:22:00,65576.0,55.96,0
N383,2025-09-01 06:23:00,28819.0,36.0,0
N384,2025-09-01 06:24:00,77899.0,112.51,0
N385,2025-09-01 06:25:00,255530.0,40.22,0
N386,2025-09-01 06:26:00,56823.0,19.82,0
N387,2025-09-01 06:27:00,286840.0,128.18,0
N388,2025-09-01 06:28:00,95853.0,51.23,0
N389,2025-09-01 06:29:00,155335.0,18.81,0
N390,2025-09-01 06:30:00,203246.0,12.67,0
N391,2025-09-01 06:31:00,521186.0,32.57,0
N392,2025-09-01 06:32:00,21433.0,47.77,0
N393,2025-09-01 06:33:00,139755.0,27.18,0
N394,2025-09-01 06:34:00,64777.0,20.97,0
N395,2025-09-01 06:35:00,81069.0,38.63,0
N396,2025-09-01 06:36:00,68585.0,204.95,0
N397,2025-09-01 06:37:00,11652.0,52.43,0
N398,2025-09-01 06:38:00,24273.0,62.89,0
N399,2025-09-01 06:39:00,42901.0,33.36,0
N400,2025-09-01 06:40:00,156687.0,55.97,0
N401,2025-09-01 06:41:00,65388.0,37.43,0
N402,2025-09-01 06:42:00,116942.0,75.06,0
N403,2025-09-01 06:43:00,79335.0,30.76,0
N404,2025-09-01 06:44:00,79930.0,66.47,0
N405,2025-09-01 06:45:00,20329.0,40.56,0
N406,2025-09-01 06:46:00,227650.0,77.69,0
N407,2025-09-01 06:47:00,83465.0,10.22,0
N408,2025-09-01 06:48:00,119743.0,25.65,0
N409,2025-09-01 06:49:00,29925.0,247.97,0
N410,2025-09-01 06:50:00,65688.0,209.9,0
N411,2025-09-01 06:51:00,59815.0,491.92,0
N412,2025-09-01 06:52:00,75021.0,59.59,0
N413,2025-09-01 06:53:00,194228.0,27.93,0
N414,2025-09-01 06:54:00,51599.0,87.78,0
N415,2025-09-01 06:55:00,122395.0,22.06,0
N416,2025-09-01 06:56:00,138202.0,104.38,0
N417,2025-09-01 06:57:00,149565.0,13.45,0
N418,2025-09-01 06:58:00,23444.0,79.22,0
N419,2025-09-01 06:59:00,336797.0,6.98,0
N420,2025-09-01 07:00:00,74899.0,37.8,0
N421,2025-09-01 07:01:00,18929.0,219.41,0
N422,2025-09-01 07:02:00,25176.0,5.96,0
N423,2025-09-01 07:03:00,24023.0,54.19,0
N424,2025-09-01 07:04:00,34934.0,22.36,0
N425,2025-09-01 07:05:00,90295.0,182.93,0
N426,2025-09-01 07:06:00,31859.0,5.76,0
N427,2025-09-01 07:07:00,151800.0,9.25,0
N428,2025-09-01 07:08:00,22849.0,390.45,0
N429,2025-09-01 07:09:00,58986.0,23.3,0
N430,2025-09-01 07:10:00,228960.0,31.91,0
N431,2025-09-01 07:11:00,162899.0,24.28,0
N432,2025-09-01 07:12:00,61907.0,67.03,0
N433,2025-09-01 07:13:00,71128.0,24.68,0
N434,2025-09-01 07:14:00,64523.0,28.75,0
N435,2025-09-01 07:15:00,29844.0,14.08,0
N436,2025-09-01 07:16:00,303284.0,44.31,0
N437,2025-09-01 07:17:00,28717.0,58.31,0
N438,2025-09-01 07:18:00,136338.0,113.57,0
N439,2025-09-01 07:19:00,9072.0,65.0,0
N440,2025-09-01 07:20:00,275055.0,52.09,0
N441,2025-09-01 07:21:00,29373.0,34.09,0
N442,2025-09-01 07:22:00,16278.0,144.05,0
N443,2025-09-01 07:23:00,40585.0,9.95,0
N444,2025-09-01 07:24:00,60807.0,21.09,0
N445,2025-09-01 07:25:00,90798.0,22.66,0
N446,2025-09-01 07:26:00,63229.0,16.17,0
N447,2025-09-01 07:27:00,88033.0,46.14,0
N448,2025-09-01 07:28:00,225374.0,28.04,0
N449,2025-09-01 07:29:00,386900.0,67.79,0
N450,2025-09-01 07:30:00,11454.0,12.12,0
N451,2025-09-01 07:31:00,37582.0,40.43,0
N452,2025-09-01 07:32:00,119749.0,149.59,0
N453,2025-09-01 07:33:00,38271.0,14.66,0
N454,2025-09-01 07:34:00,439758.0,21.34,0
N455,2025-09-01 07:35:00,171350.0,47.77,0
N456,2025-09-01 07:36:00,140406.0,18.04,0
N457,2025-09-01 07:37:00,72201.0,18.59,0
N458,2025-09-01 07:38:00,183569.0,20.69,0
N459,2025-09-01 07:39:00,162066.0,27.5,0
N460,2025-09-01 07:40:00,115159.0,15.8,0
N461,2025-09-01 07:41:00,263062.0,671.58,0
N462,2025-09-01 07:42:00,138875.0,13.54,0
N463,2025-09-01 07:43:00,27753.0,28.1,0
N464,2025-09-01 07:44:00,31583.0,217.12,0
N465,2025-09-01 07:45:00,173541.0,37.86,0
N466,2025-09-01 07:46:00,72291.0,39.55,0
N467,2025-09-01 07:47:00,80915.0,5.13,0
N468,2025-09-01 07:48:00,46729.0,78.58,0
N469,2025-09-01 07:49:00,230978.0,58.87,0
N470,2025-09-01 07:50:00,68056.0,35.79,0
N471,2025-09-01 07:51:00,130832.0,13.5,0
N472,2025-09-01 07:52:00,79888.0,21.4,0
N473,2025-09-01 07:53:00,42881.0,33.31,0
N474,2025-09-01 07:54:00,82773.0,97.5,0
N475,2025-09-01 07:55:00,74758.0,47.95,0
N476,2025-09-01 07:56:00,75623.0,4.15,0
N477,2025-09-01 07:57:00,120623.0,7.32,0
N478,2025-09-01 07:58:00,27794.0,20.23,0
N479,2025-09-01 07:59:00,34713.0,103.34,0
N480,2025-09-01 08:00:00,93239.0,6.58,0
N481,2025-09-01 08:01:00,82642.0,33.19,0
N482,2025-09-01 08:02:00,54693.0,24.41,0
N483,2025-09-01 08:03:00,44991.0,27.55,0
N484,2025-09-01 08:04:00,163694.0,93.09,0
N485,2025-09-01 08:05:00,25765.0,109.5,0
N486,2025-09-01 08:06:00,24872.0,40.83,0
N487,2025-09-01 08:07:00,180633.0,6.0,0
N488,2025-09-01 08:08:00,24215.0,92.47,0
N489,2025-09-01 08:09:00,208040.0,114.52,0
N490,2025-09-01 08:10:00,142895.0,15.27,0
N491,2025-09-01 08:11:00,119322.0,14.97,0
N492,2025-09-01 08:12:00,96960.0,150.85,0
N493,2025-09-01 08:13:00,84767.0,14.92,0
N494,2025-09-01 08:14:00,169206.0,101.16,0
N495,2025-09-01 08:15:00,237365.0,52.52,0
N496,2025-09-01 08:16:00,13399.0,79.74,0
N497,2025-09-01 08:17:00,81717.0,38.31,0
N498,2025-09-01 08:18:00,39867.0,76.02,0
N499,2025-09-01 08:19:00,192478.0,6.3,0
N500,2025-09-01 08:20:00,75392.0,14.01,0
N501,2025-09-01 08:21:00,72237.0,14.62,0
N502,2025-09-01 08:22:00,22768.0,19.14,0
N503,2025-09-01 08:23:00,61594.0,33.4,0
N504,2025-09-01 08:24:00,303160.0,57.22,0
N505,2025-09-01 08:25:00,154458.0,67.79,0
N506,2025-09-01 08:26:00,36898.0,8.26,0
N507,2025-09-01 08:27:00,166788.0,41.18,0
N508,2025-09-01 08:28:00,70420.0,20.0,0
N509,2025-09-01 08:29:00,150030.0,14.04,0
N510,2025-09-01 08:30:00,157116.0,144.08,0
N511,2025-09-01 08:31:00,405129.0,25.73,0
N512,2025-09-01 08:32:00,68220.0,41.56,0
N513,2025-09-01 08:33:00,74665.0,15.45,0
N514,2025-09-01 08:34:00,47453.0,64.49,0
N515,2025-09-01 08:35:00,55892.0,21.54,0
